Priority,Score,Property_Address,City,Distress_Signal,Signal_Date,Owner_Name,Owner_Phone,Recommended_Actions,Breakdown
CRITICAL,100,"10116 WALNUT ST, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-29T13:08:21.000,CHARLES DAVIS,214-763-2450,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"10271 WHITE ELM RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-29T13:06:26.000,RICHARD CLARK,972-755-3493,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"12427 HALLUM ST, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-29T11:16:33.000,ANDREW JOHNSON,214-509-6098,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"12404 HALLUM ST, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-29T11:14:42.000,ROBERT ALLEN,972-595-1926,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"10134 BRIDGEGATE LN, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-29T10:16:34.000,ELIZABETH HARRIS,972-944-1098,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"10028 ROYAL LN, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-06-29T10:15:06.000,ANDREW HARRIS,469-391-4166,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"9983 WOOD FOREST DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-29T10:15:01.000,JOSEPH HERNANDEZ,972-523-5445,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"10905 MCINTOSH CT, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-06-29T07:53:08.000,DAVID MARTINEZ,469-669-9923,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"10901 MCINTOSH CT, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-06-29T07:50:59.000,LISA JACKSON,214-646-1309,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"8814 MEDITERRANEAN DR, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-06-29T07:46:25.000,LISA GONZALEZ,214-762-5245,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"11839 WOODBRIDGE DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-29T06:45:42.000,CHRISTOPHER RODRIGUEZ,972-575-5754,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"9830 FOREST LN, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-29T06:43:35.000,SARAH SANCHEZ,972-410-3833,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"9030 MARKVILLE DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-28T21:34:37.000,SUSAN KING,469-831-8955,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 20, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"6983 MERRIMAN PKWY, DALLAS, TX, 75231",DALLAS,Code Concern - CCS,2026-06-28T18:26:56.000,MARGARET GARCIA,972-822-4720,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 20, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"9637 FOREST LN, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-28T16:08:39.000,SUSAN JACKSON,469-293-2123,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 20, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"9590 FOREST LN, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-28T14:03:52.000,CHARLES HERNANDEZ,214-351-3991,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 20, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"8702 ARBOR PARK DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-28T11:28:40.000,RICHARD SMITH,214-789-3365,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 20, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"13306 AUDELIA RD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-28T10:33:07.000,JENNIFER MILLER,214-412-8920,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 20, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"9004 GUILDHALL DR, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-06-28T10:02:50.000,KAREN SANCHEZ,469-876-2500,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 20, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,100,"12517 HORNBEAM DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-06-28T09:01:41.000,JOSHUA JACKSON,469-505-9212,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 20, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 100}"
CRITICAL,95,"8109 SKILLMAN ST, DALLAS, TX, 75231",DALLAS,Single Family Rental Needs Registration - CCS,2026-07-01T16:49:43.000,BARBARA JOHNSON,214-597-3279,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 20, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 95}"
CRITICAL,95,"12116 HOBLITZELLE DR, DALLAS, TX, 75243",DALLAS,Single Family Rental Needs Registration - CCS,2026-07-01T13:13:40.000,MARGARET WALKER,469-369-2681,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 20, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 95}"
CRITICAL,95,"12517 RIALTO DR, DALLAS, TX, 75243",DALLAS,Single Family Rental Needs Registration - CCS,2026-06-30T12:06:28.000,THOMAS GONZALEZ,972-841-3405,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 20, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 95}"
CRITICAL,95,"8220 TOWNS ST, DALLAS, TX, 75243",DALLAS,Single Family Rental Needs Registration - CCS,2026-06-29T11:10:53.000,MICHAEL GONZALEZ,214-715-1442,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 20, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 95}"
CRITICAL,95,"13130 CHANDLER DR, DALLAS, TX, 75243",DALLAS,Short Term/Vacation Rental Survey - CCS,2026-06-29T10:39:30.000,MARY KING,972-955-2169,PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 20, ""recency"": 25, ""has_owner_name"": 15, ""has_owner_phone"": 15, ""city_demand"": 20, ""total"": 95}"
HIGH,80,"9614 HEATHERDALE DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-04T20:25:51.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"10105 APPLE CREEK DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-04T17:40:44.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"9633 FERRIS BRANCH BLVD, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-04T16:05:32.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"8204 BENARES DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-04T11:19:20.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"9006 BRYSON DR, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-07-04T09:43:58.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"10819 WALLBROOK DR, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-07-04T09:40:56.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"10823 WALLBROOK DR, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-07-04T09:39:02.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"8903 VISTA VIEW DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-04T09:36:05.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"8901 VISTA VIEW DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-04T08:03:39.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"10052 HICKORY CROSSING, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-03T22:06:03.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"9833 WALNUT ST, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-03T16:02:49.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"8751 FERNDALE RD, DALLAS, TX, 75238",DALLAS,Code Concern - CCS,2026-07-03T12:40:14.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"8710 VISTA VIEW DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-03T08:31:21.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"8905 VISTA VIEW DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-03T08:24:42.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"9722 FOREST LN, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-03T08:22:10.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"9624 FALLBROOK DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-03T07:17:26.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
HIGH,80,"9611 FALLBROOK DR, DALLAS, TX, 75243",DALLAS,Code Concern - CCS,2026-07-03T07:14:35.000,ACTION_REQUIRED_SKIP_TRACE,ACTION_REQUIRED_SKIP_TRACE,SKIP_TRACE | FIND_OWNER | PRIORITY_OUTREACH | LOG_TO_PIPELINE,"{""distress"": 30, ""recency"": 30, ""city_demand"": 20, ""total"": 80}"
