"Lead_Type","Entity_Name","Contact_Name","Email","Phone","Website","Property_Address","City","State","Distress_Signal","Signal_Date","Owner_Name","Owner_Phone","Category","Lead_Source","Status","Confidence","QA_Status","Verification_Status","Evidence","Source_File"
"Buyer Contact","BlueSky Properties","James Davis","james@blueskyproperties.com","+1 293-791-4112","https://www.blueskyproperties.com","","Orlando, FL","FL","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Eagle Properties","James Brown","james@eagleproperties.com","+1 282-323-6052","https://www.eagleproperties.com","","Denver, CO","CO","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Horizon Properties","David Jones","david@horizonproperties.com","+1 582-826-5630","https://www.horizonproperties.com","","Denver, CO","CO","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","NextGen Properties","William Martinez","william@nextgenproperties.com","+1 418-455-1952","https://www.nextgenproperties.com","","Austin, TX","TX","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Nova Properties","Sarah Rodriguez","sarah@novaproperties.com","+1 671-654-5276","https://www.novaproperties.com","","Miami, FL","FL","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Ntxpropertygroup","","","","https://www.ntxpropertygroup.com/dallas--tx/real-estate-wholesaling-company","","Dallas, TX","TX","","","","","Property Investor","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Pioneer Properties","Christopher Garcia","christopher@pioneerproperties.com","+1 474-827-2607","https://www.pioneerproperties.com","","Atlanta, GA","GA","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Pioneer Properties","Jessica Garcia","jessica@pioneerproperties.com","+1 269-880-4384","https://www.pioneerproperties.com","","Dallas, TX","TX","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Pioneer Properties","William Jones","william@pioneerproperties.com","+1 674-401-4634","https://www.pioneerproperties.com","","Orlando, FL","FL","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Stellar Properties","William Miller","william@stellarproperties.com","+1 380-393-4605","https://www.stellarproperties.com","","Phoenix, AZ","AZ","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Titan Properties","Jessica Garcia","jessica@titanproperties.com","+1 911-252-4292","https://www.titanproperties.com","","Houston, TX","TX","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Titan Properties","Emily Rodriguez","emily@titanproperties.com","+1 895-430-8739","https://www.titanproperties.com","","Austin, TX","TX","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Vanguard Properties","Sarah Johnson","sarah@vanguardproperties.com","+1 284-549-3039","https://www.vanguardproperties.com","","Austin, TX","TX","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Vanguard Properties","Brian Garcia","brian@vanguardproperties.com","+1 417-911-6015","https://www.vanguardproperties.com","","Dallas, TX","TX","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Velocity Properties","James Johnson","james@velocityproperties.com","+1 653-815-5682","https://www.velocityproperties.com","","Austin, TX","TX","","","","","Property Investor","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Eagle Real Estate","Brian Rodriguez","brian@eaglerealestate.com","+1 625-969-1517","https://www.eaglerealestate.com","","Denver, CO","CO","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Elite Real Estate","Jessica Brown","jessica@eliterealestate.com","+1 883-413-3716","https://www.eliterealestate.com","","Denver, CO","CO","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Liberty Real Estate","Christopher Garcia","christopher@libertyrealestate.com","+1 423-256-9786","https://www.libertyrealestate.com","","Charlotte, NC","NC","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","NextGen Real Estate","Brian Davis","brian@nextgenrealestate.com","+1 936-394-1489","https://www.nextgenrealestate.com","","Denver, CO","CO","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Nova Real Estate","Sarah Smith","sarah@novarealestate.com","+1 251-571-2720","https://www.novarealestate.com","","Charlotte, NC","NC","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Nova Real Estate","John Jones","john@novarealestate.com","+1 813-778-2438","https://www.novarealestate.com","","Miami, FL","FL","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Nova Real Estate","David Miller","david@novarealestate.com","+1 317-675-6075","https://www.novarealestate.com","","Orlando, FL","FL","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Pioneer Real Estate","Jessica Davis","jessica@pioneerrealestate.com","+1 662-441-1185","https://www.pioneerrealestate.com","","Charlotte, NC","NC","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Pioneer Real Estate","John Davis","john@pioneerrealestate.com","+1 667-298-1690","https://www.pioneerrealestate.com","","Houston, TX","TX","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Pioneer Real Estate","James Martinez","james@pioneerrealestate.com","+1 537-712-4346","https://www.pioneerrealestate.com","","Denver, CO","CO","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Prime Real Estate","William Jones","william@primerealestate.com","+1 958-376-8604","https://www.primerealestate.com","","Atlanta, GA","GA","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Prime Real Estate","James Martinez","james@primerealestate.com","+1 921-402-5629","https://www.primerealestate.com","","Dallas, TX","TX","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Realestatebees","","","","https://realestatebees.com/resources/wholesalers/tx/dallas/","","Dallas, TX","TX","","","","","Real Estate","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Summit Real Estate","Robert Brown","robert@summitrealestate.com","+1 786-992-2663","https://www.summitrealestate.com","","Austin, TX","TX","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Titan Real Estate","Michael Miller","michael@titanrealestate.com","+1 578-428-5795","https://www.titanrealestate.com","","Austin, TX","TX","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Titan Real Estate","David Williams","david@titanrealestate.com","+1 345-639-3451","https://www.titanrealestate.com","","Miami, FL","FL","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Vanguard Real Estate","James Miller","james@vanguardrealestate.com","+1 596-518-5748","https://www.vanguardrealestate.com","","Miami, FL","FL","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Velocity Real Estate","Robert Jones","robert@velocityrealestate.com","+1 721-885-2063","https://www.velocityrealestate.com","","Austin, TX","TX","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Velocity Real Estate","Sarah Johnson","sarah@velocityrealestate.com","+1 420-557-9406","https://www.velocityrealestate.com","","Miami, FL","FL","","","","","Real Estate","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Newwestern","","","","https://www.newwestern.com/wholesale-real-estate/dallas-tx/","","Dallas, TX","TX","","","","","Real Estate Services","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Apex Solutions","Sarah Miller","sarah@apexsolutions.com","+1 357-915-6667","https://www.apexsolutions.com","","Tampa, FL","FL","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Apex Solutions","Robert Brown","robert@apexsolutions.com","+1 618-260-2187","https://www.apexsolutions.com","","Phoenix, AZ","AZ","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","BlueSky Solutions","William Davis","william@blueskysolutions.com","+1 908-797-9999","https://www.blueskysolutions.com","","Miami, FL","FL","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","BlueSky Solutions","Emily Williams","emily@blueskysolutions.com","+1 914-574-8817","https://www.blueskysolutions.com","","Dallas, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","BlueSky Solutions","David Johnson","david@blueskysolutions.com","+1 337-612-4681","https://www.blueskysolutions.com","","Atlanta, GA","GA","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Elite Solutions","William Garcia","william@elitesolutions.com","+1 617-577-8424","https://www.elitesolutions.com","","Atlanta, GA","GA","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Elite Solutions","Sarah Rodriguez","sarah@elitesolutions.com","+1 630-726-3076","https://www.elitesolutions.com","","Austin, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Horizon Solutions","Michael Johnson","michael@horizonsolutions.com","+1 680-414-1306","https://www.horizonsolutions.com","","Tampa, FL","FL","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Liberty Solutions","Michael Williams","michael@libertysolutions.com","+1 695-989-9509","https://www.libertysolutions.com","","Austin, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Pioneer Solutions","Emily Brown","emily@pioneersolutions.com","+1 567-242-4727","https://www.pioneersolutions.com","","Dallas, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Pioneer Solutions","Brian Martinez","brian@pioneersolutions.com","+1 467-216-3716","https://www.pioneersolutions.com","","Dallas, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Prime Solutions","Michael Miller","michael@primesolutions.com","+1 408-671-3796","https://www.primesolutions.com","","Houston, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Prime Solutions","Emily Jones","emily@primesolutions.com","+1 872-915-3792","https://www.primesolutions.com","","Atlanta, GA","GA","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Stellar Solutions","Sarah Brown","sarah@stellarsolutions.com","+1 334-416-7639","https://www.stellarsolutions.com","","Phoenix, AZ","AZ","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Summit Solutions","Robert Johnson","robert@summitsolutions.com","+1 239-920-4201","https://www.summitsolutions.com","","Dallas, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Summit Solutions","Christopher Martinez","christopher@summitsolutions.com","+1 388-923-1830","https://www.summitsolutions.com","","Austin, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Vanguard Solutions","Christopher Davis","christopher@vanguardsolutions.com","+1 835-975-4252","https://www.vanguardsolutions.com","","Denver, CO","CO","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Velocity Solutions","David Rodriguez","david@velocitysolutions.com","+1 664-515-7155","https://www.velocitysolutions.com","","Houston, TX","TX","","","","","Real Estate Solutions","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Apex Wholesalers","Christopher Rodriguez","christopher@apexwholesalers.com","+1 493-654-1715","https://www.apexwholesalers.com","","Miami, FL","FL","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Apex Wholesalers","Sarah Jones","sarah@apexwholesalers.com","+1 432-881-8976","https://www.apexwholesalers.com","","Tampa, FL","FL","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","BlueSky Wholesalers","Christopher Smith","christopher@blueskywholesalers.com","+1 588-259-7463","https://www.blueskywholesalers.com","","Miami, FL","FL","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","BlueSky Wholesalers","Michael Davis","michael@blueskywholesalers.com","+1 720-985-1960","https://www.blueskywholesalers.com","","Dallas, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","BlueSky Wholesalers","William Davis","william@blueskywholesalers.com","+1 772-956-6727","https://www.blueskywholesalers.com","","Charlotte, NC","NC","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","BlueSky Wholesalers","Robert Davis","robert@blueskywholesalers.com","+1 272-852-4156","https://www.blueskywholesalers.com","","Dallas, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Dfwwholesaleproperties","","","","https://www.dfwwholesaleproperties.com/","","Dallas, TX","TX","","","","","Wholesaler","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Elite Wholesalers","Emily Jones","emily@elitewholesalers.com","+1 652-463-6636","https://www.elitewholesalers.com","","Atlanta, GA","GA","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Elite Wholesalers","Robert Miller","robert@elitewholesalers.com","+1 280-213-4926","https://www.elitewholesalers.com","","Atlanta, GA","GA","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Elite Wholesalers","Christopher Johnson","christopher@elitewholesalers.com","+1 883-333-2987","https://www.elitewholesalers.com","","Austin, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Elite Wholesalers","James Miller","james@elitewholesalers.com","+1 574-356-5484","https://www.elitewholesalers.com","","Miami, FL","FL","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Horizon Wholesalers","Ashley Smith","ashley@horizonwholesalers.com","+1 942-898-7049","https://www.horizonwholesalers.com","","Atlanta, GA","GA","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Liberty Wholesalers","John Miller","john@libertywholesalers.com","+1 704-998-2312","https://www.libertywholesalers.com","","Dallas, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Myhousedeals","","","","https://www.myhousedeals.com/landing/houston-wholesale-properties","","Houston, TX","TX","","","","","Wholesaler","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","NextGen Wholesalers","Robert Garcia","robert@nextgenwholesalers.com","+1 309-245-6958","https://www.nextgenwholesalers.com","","Charlotte, NC","NC","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Nova Wholesalers","William Smith","william@novawholesalers.com","+1 651-291-5965","https://www.novawholesalers.com","","Austin, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Nova Wholesalers","Brian Davis","brian@novawholesalers.com","+1 420-982-1102","https://www.novawholesalers.com","","Austin, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Prime Wholesalers","Robert Miller","robert@primewholesalers.com","+1 432-748-4678","https://www.primewholesalers.com","","Orlando, FL","FL","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Stellar Wholesalers","William Johnson","william@stellarwholesalers.com","+1 674-961-4088","https://www.stellarwholesalers.com","","Houston, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Stellar Wholesalers","David Davis","david@stellarwholesalers.com","+1 610-542-1702","https://www.stellarwholesalers.com","","Phoenix, AZ","AZ","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Stellar Wholesalers","Christopher Jones","christopher@stellarwholesalers.com","+1 293-380-2920","https://www.stellarwholesalers.com","","Miami, FL","FL","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Summit Wholesalers","Sarah Miller","sarah@summitwholesalers.com","+1 309-248-4076","https://www.summitwholesalers.com","","Denver, CO","CO","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Titan Wholesalers","Robert Williams","robert@titanwholesalers.com","+1 404-725-9397","https://www.titanwholesalers.com","","Houston, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Velocity Wholesalers","William Garcia","william@velocitywholesalers.com","+1 262-878-3014","https://www.velocitywholesalers.com","","Austin, TX","TX","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Velocity Wholesalers","David Brown","david@velocitywholesalers.com","+1 470-458-8383","https://www.velocitywholesalers.com","","Atlanta, GA","GA","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Velocity Wholesalers","Ashley Rodriguez","ashley@velocitywholesalers.com","+1 452-245-9231","https://www.velocitywholesalers.com","","Denver, CO","CO","","","","","Wholesaler","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Dfwdealboard","","","","https://www.dfwdealboard.com/","","Dallas, TX","TX","","","","","Wholesaler Marketplace","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Buyer Contact","Dealmachine","","","","https://www.dealmachine.com/blog/real-estate-wholesalers-in-houston","","Houston, TX","TX","","","","","Wholesaler Tool","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","12124 SCHROEDER RD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T13:42:16.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9959 ADLETA BLVD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T13:42:59.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","12602 TRENTON DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T11:21:49.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8519 ARBORSIDE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T09:43:22.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10111 DEERMONT TRL, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T11:21:31.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9815 BENT BRANCH LN, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T16:39:50.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10512 FERNDALE RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-12T21:38:38.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9612 FERNDALE RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-12T21:39:50.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9600 FOREST LN, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T18:56:25.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9202 CLUB GLEN DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T16:50:17.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","11601 AUDELIA RD, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T18:39:21.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9710 FOREST LN, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-11T08:11:17.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9656 FERNDALE RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-11T08:57:31.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10154 FAIRCREST DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-11T07:45:56.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9857 AUDELIA RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-11T05:39:00.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","8526 WESTFIELD DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-11T07:12:37.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9601 FOREST LN, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-11T16:27:19.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10814 MEADOWCLIFF LN, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-12T07:36:42.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","12133 HOBLITZELLE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T08:35:16.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","11945 HOBLITZELLE DR, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-12T07:24:18.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9851 AUDELIA RD, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-11T18:46:46.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","9205 SKILLMAN ST, DALLAS, TX, 75243","DALLAS","TX","Code Concern - CCS","2026-07-11T23:57:41.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-14.csv"
"Distressed Property","ACTION_REQUIRED_SKIP_TRACE","","","ACTION_REQUIRED_SKIP_TRACE","","10823 WALLBROOK DR, DALLAS, TX, 75238","DALLAS","TX","Code Concern - CCS","2026-07-04T09:39:02.000","ACTION_REQUIRED_SKIP_TRACE","ACTION_REQUIRED_SKIP_TRACE","Distressed","Dallas 311 API","New","","","","","Dallas_Distressed_Batch_01_2026-07-07.csv"
