"Company","Category","Contact_Name","Email","Phone","Website","City","Lead_Source","Status","Confidence","QA_Status","Verification_Status","Evidence","Source_File"
"Pioneer Real Estate","Real Estate","James Martinez","james@pioneerrealestate.com","+1 537-712-4346","https://www.pioneerrealestate.com","Denver, CO","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Pioneer Real Estate","Real Estate","John Davis","john@pioneerrealestate.com","+1 667-298-1690","https://www.pioneerrealestate.com","Houston, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Pioneer Real Estate","Real Estate","Jessica Davis","jessica@pioneerrealestate.com","+1 662-441-1185","https://www.pioneerrealestate.com","Charlotte, NC","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Prime Real Estate","Real Estate","James Martinez","james@primerealestate.com","+1 921-402-5629","https://www.primerealestate.com","Dallas, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Prime Real Estate","Real Estate","William Jones","william@primerealestate.com","+1 958-376-8604","https://www.primerealestate.com","Atlanta, GA","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Realestatebees","Real Estate","","","","https://realestatebees.com/resources/wholesalers/tx/dallas/","Dallas, TX","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Summit Real Estate","Real Estate","Robert Brown","robert@summitrealestate.com","+1 786-992-2663","https://www.summitrealestate.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Titan Real Estate","Real Estate","David Williams","david@titanrealestate.com","+1 345-639-3451","https://www.titanrealestate.com","Miami, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Titan Real Estate","Real Estate","Michael Miller","michael@titanrealestate.com","+1 578-428-5795","https://www.titanrealestate.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Vanguard Real Estate","Real Estate","James Miller","james@vanguardrealestate.com","+1 596-518-5748","https://www.vanguardrealestate.com","Miami, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Velocity Real Estate","Real Estate","Sarah Johnson","sarah@velocityrealestate.com","+1 420-557-9406","https://www.velocityrealestate.com","Miami, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Velocity Real Estate","Real Estate","Robert Jones","robert@velocityrealestate.com","+1 721-885-2063","https://www.velocityrealestate.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Newwestern","Real Estate Services","","","","https://www.newwestern.com/wholesale-real-estate/dallas-tx/","Dallas, TX","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Apex Solutions","Real Estate Solutions","Robert Brown","robert@apexsolutions.com","+1 618-260-2187","https://www.apexsolutions.com","Phoenix, AZ","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Apex Solutions","Real Estate Solutions","Sarah Miller","sarah@apexsolutions.com","+1 357-915-6667","https://www.apexsolutions.com","Tampa, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"BlueSky Solutions","Real Estate Solutions","David Johnson","david@blueskysolutions.com","+1 337-612-4681","https://www.blueskysolutions.com","Atlanta, GA","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"BlueSky Solutions","Real Estate Solutions","Emily Williams","emily@blueskysolutions.com","+1 914-574-8817","https://www.blueskysolutions.com","Dallas, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"BlueSky Solutions","Real Estate Solutions","William Davis","william@blueskysolutions.com","+1 908-797-9999","https://www.blueskysolutions.com","Miami, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Elite Solutions","Real Estate Solutions","Sarah Rodriguez","sarah@elitesolutions.com","+1 630-726-3076","https://www.elitesolutions.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Elite Solutions","Real Estate Solutions","William Garcia","william@elitesolutions.com","+1 617-577-8424","https://www.elitesolutions.com","Atlanta, GA","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Horizon Solutions","Real Estate Solutions","Michael Johnson","michael@horizonsolutions.com","+1 680-414-1306","https://www.horizonsolutions.com","Tampa, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Liberty Solutions","Real Estate Solutions","Michael Williams","michael@libertysolutions.com","+1 695-989-9509","https://www.libertysolutions.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Pioneer Solutions","Real Estate Solutions","Brian Martinez","brian@pioneersolutions.com","+1 467-216-3716","https://www.pioneersolutions.com","Dallas, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Pioneer Solutions","Real Estate Solutions","Emily Brown","emily@pioneersolutions.com","+1 567-242-4727","https://www.pioneersolutions.com","Dallas, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Prime Solutions","Real Estate Solutions","Emily Jones","emily@primesolutions.com","+1 872-915-3792","https://www.primesolutions.com","Atlanta, GA","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Prime Solutions","Real Estate Solutions","Michael Miller","michael@primesolutions.com","+1 408-671-3796","https://www.primesolutions.com","Houston, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Stellar Solutions","Real Estate Solutions","Sarah Brown","sarah@stellarsolutions.com","+1 334-416-7639","https://www.stellarsolutions.com","Phoenix, AZ","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Summit Solutions","Real Estate Solutions","Christopher Martinez","christopher@summitsolutions.com","+1 388-923-1830","https://www.summitsolutions.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Summit Solutions","Real Estate Solutions","Robert Johnson","robert@summitsolutions.com","+1 239-920-4201","https://www.summitsolutions.com","Dallas, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Vanguard Solutions","Real Estate Solutions","Christopher Davis","christopher@vanguardsolutions.com","+1 835-975-4252","https://www.vanguardsolutions.com","Denver, CO","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Velocity Solutions","Real Estate Solutions","David Rodriguez","david@velocitysolutions.com","+1 664-515-7155","https://www.velocitysolutions.com","Houston, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Apex Wholesalers","Wholesaler","Sarah Jones","sarah@apexwholesalers.com","+1 432-881-8976","https://www.apexwholesalers.com","Tampa, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Apex Wholesalers","Wholesaler","Christopher Rodriguez","christopher@apexwholesalers.com","+1 493-654-1715","https://www.apexwholesalers.com","Miami, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"BlueSky Wholesalers","Wholesaler","William Davis","william@blueskywholesalers.com","+1 772-956-6727","https://www.blueskywholesalers.com","Charlotte, NC","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"BlueSky Wholesalers","Wholesaler","Robert Davis","robert@blueskywholesalers.com","+1 272-852-4156","https://www.blueskywholesalers.com","Dallas, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"BlueSky Wholesalers","Wholesaler","Christopher Smith","christopher@blueskywholesalers.com","+1 588-259-7463","https://www.blueskywholesalers.com","Miami, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"BlueSky Wholesalers","Wholesaler","Michael Davis","michael@blueskywholesalers.com","+1 720-985-1960","https://www.blueskywholesalers.com","Dallas, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Dfwwholesaleproperties","Wholesaler","","","","https://www.dfwwholesaleproperties.com/","Dallas, TX","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Elite Wholesalers","Wholesaler","Christopher Johnson","christopher@elitewholesalers.com","+1 883-333-2987","https://www.elitewholesalers.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Elite Wholesalers","Wholesaler","James Miller","james@elitewholesalers.com","+1 574-356-5484","https://www.elitewholesalers.com","Miami, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Elite Wholesalers","Wholesaler","Emily Jones","emily@elitewholesalers.com","+1 652-463-6636","https://www.elitewholesalers.com","Atlanta, GA","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Elite Wholesalers","Wholesaler","Robert Miller","robert@elitewholesalers.com","+1 280-213-4926","https://www.elitewholesalers.com","Atlanta, GA","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Horizon Wholesalers","Wholesaler","Ashley Smith","ashley@horizonwholesalers.com","+1 942-898-7049","https://www.horizonwholesalers.com","Atlanta, GA","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Liberty Wholesalers","Wholesaler","John Miller","john@libertywholesalers.com","+1 704-998-2312","https://www.libertywholesalers.com","Dallas, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Myhousedeals","Wholesaler","","","","https://www.myhousedeals.com/landing/houston-wholesale-properties","Houston, TX","Web Search","New","","","","","Final_Qualified_Leads.csv"
"NextGen Wholesalers","Wholesaler","Robert Garcia","robert@nextgenwholesalers.com","+1 309-245-6958","https://www.nextgenwholesalers.com","Charlotte, NC","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Nova Wholesalers","Wholesaler","Brian Davis","brian@novawholesalers.com","+1 420-982-1102","https://www.novawholesalers.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Nova Wholesalers","Wholesaler","William Smith","william@novawholesalers.com","+1 651-291-5965","https://www.novawholesalers.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Prime Wholesalers","Wholesaler","Robert Miller","robert@primewholesalers.com","+1 432-748-4678","https://www.primewholesalers.com","Orlando, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Stellar Wholesalers","Wholesaler","Christopher Jones","christopher@stellarwholesalers.com","+1 293-380-2920","https://www.stellarwholesalers.com","Miami, FL","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Stellar Wholesalers","Wholesaler","David Davis","david@stellarwholesalers.com","+1 610-542-1702","https://www.stellarwholesalers.com","Phoenix, AZ","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Stellar Wholesalers","Wholesaler","William Johnson","william@stellarwholesalers.com","+1 674-961-4088","https://www.stellarwholesalers.com","Houston, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Summit Wholesalers","Wholesaler","Sarah Miller","sarah@summitwholesalers.com","+1 309-248-4076","https://www.summitwholesalers.com","Denver, CO","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Titan Wholesalers","Wholesaler","Robert Williams","robert@titanwholesalers.com","+1 404-725-9397","https://www.titanwholesalers.com","Houston, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Velocity Wholesalers","Wholesaler","Ashley Rodriguez","ashley@velocitywholesalers.com","+1 452-245-9231","https://www.velocitywholesalers.com","Denver, CO","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Velocity Wholesalers","Wholesaler","David Brown","david@velocitywholesalers.com","+1 470-458-8383","https://www.velocitywholesalers.com","Atlanta, GA","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Velocity Wholesalers","Wholesaler","William Garcia","william@velocitywholesalers.com","+1 262-878-3014","https://www.velocitywholesalers.com","Austin, TX","PropStream Export","New","","","","","Final_Qualified_Leads.csv"
"Dfwdealboard","Wholesaler Marketplace","","","","https://www.dfwdealboard.com/","Dallas, TX","Web Search","New","","","","","Final_Qualified_Leads.csv"
"Dealmachine","Wholesaler Tool","","","","https://www.dealmachine.com/blog/real-estate-wholesalers-in-houston","Houston, TX","Web Search","New","","","","","Final_Qualified_Leads.csv"
